payment_id,customer_id,amount,failure_reason,attempt_number,successful_payment_count,failed_payment_count,customer_ltv,subscription_age,payment_method,days_since_last_success,previous_recovery_rate,recovered
pay_015251,C6482,999,BANK_DECLINE,2,8,1,7992.0,11,upi,72,0.95,0
pay_015252,C4271,24999,GATEWAY_ERROR,3,22,0,549978.0,20,netbanking,11,1.0,1
pay_015253,C7687,499,BANK_DECLINE,1,0,1,0.0,2,nach_mandate,93,0.52,0
pay_015254,C6392,4999,BANK_DECLINE,1,2,1,9998.0,4,upi,32,0.32,1
pay_015255,C1289,4999,GATEWAY_ERROR,1,3,0,14997.0,2,card,42,1.0,1
pay_015256,C9994,1999,INSUFFICIENT_FUNDS,2,25,0,49975.0,28,upi,4,1.0,1
pay_015257,C9425,999,INSUFFICIENT_FUNDS,2,3,0,2997.0,2,card,5,1.0,1
pay_015258,C1407,499,UNKNOWN,1,38,0,18962.0,47,upi,57,1.0,1
pay_015259,C1693,1999,BANK_DECLINE,2,0,2,0.0,2,upi,6,0.69,0
pay_015260,C2169,1999,INSUFFICIENT_FUNDS,1,10,0,19990.0,14,upi,21,1.0,1
pay_015261,C9623,1999,INSUFFICIENT_FUNDS,1,13,1,25987.0,13,upi,18,0.65,1
pay_015262,C8782,499,MANDATE_FAILURE,1,36,1,17964.0,33,card,32,0.56,1
pay_015263,C4044,2999,MANDATE_FAILURE,4,7,0,20993.0,5,card,1,1.0,1
pay_015264,C6530,499,INSUFFICIENT_FUNDS,1,2,0,998.0,5,upi,1,1.0,1
pay_015265,C5992,999,INSUFFICIENT_FUNDS,1,18,0,17982.0,23,card,35,1.0,1
pay_015266,C4924,999,EXPIRED_CARD,1,43,0,42957.0,47,netbanking,17,1.0,1
pay_015267,C7970,1999,MANDATE_FAILURE,2,0,0,0.0,1,card,58,1.0,0
pay_015268,C4312,1999,EXPIRED_CARD,1,16,2,31984.0,13,card,6,0.8,1
pay_015269,C5318,1999,INSUFFICIENT_FUNDS,2,3,1,5997.0,4,card,17,0.77,1
pay_015270,C2688,1999,INSUFFICIENT_FUNDS,2,16,0,31984.0,16,upi,35,1.0,1
pay_015271,C1467,1999,GATEWAY_ERROR,3,12,1,23988.0,18,netbanking,32,0.91,1
pay_015272,C3422,999,INSUFFICIENT_FUNDS,1,14,0,13986.0,18,nach_mandate,15,1.0,1
pay_015273,C8279,1999,GATEWAY_ERROR,1,6,1,11994.0,7,upi,1,0.75,1
pay_015274,C5507,2999,EXPIRED_CARD,1,5,2,14995.0,3,netbanking,8,0.49,1
pay_015275,C5721,499,INSUFFICIENT_FUNDS,4,9,0,4491.0,11,upi,2,1.0,0
pay_015276,C6371,4999,UNKNOWN,1,13,0,64987.0,19,upi,95,1.0,0
pay_015277,C8541,499,INSUFFICIENT_FUNDS,1,23,1,11477.0,30,card,2,0.49,1
pay_015278,C2486,2999,EXPIRED_CARD,1,6,1,17994.0,8,upi,30,0.76,0
pay_015279,C4749,1999,INSUFFICIENT_FUNDS,1,1,0,1999.0,4,nach_mandate,47,1.0,1
pay_015280,C9059,999,INSUFFICIENT_FUNDS,2,1,2,999.0,2,card,12,0.68,1
pay_015281,C3503,999,INSUFFICIENT_FUNDS,2,14,2,13986.0,20,card,16,0.67,1
pay_015282,C8855,4999,INSUFFICIENT_FUNDS,1,6,1,29994.0,10,card,53,0.78,1
pay_015283,C8055,2999,GATEWAY_ERROR,1,8,2,23992.0,14,upi,1,0.7,1
pay_015284,C1399,999,EXPIRED_CARD,2,5,0,4995.0,3,netbanking,15,1.0,1
pay_015285,C5382,999,INSUFFICIENT_FUNDS,1,0,2,0.0,1,netbanking,1,0.42,0
pay_015286,C2539,499,EXPIRED_CARD,2,39,0,19461.0,42,card,80,1.0,1
pay_015287,C9428,999,INSUFFICIENT_FUNDS,2,16,0,15984.0,20,card,2,1.0,1
pay_015288,C8185,1999,INSUFFICIENT_FUNDS,1,6,0,11994.0,7,nach_mandate,51,1.0,1
pay_015289,C5910,999,MANDATE_FAILURE,1,11,1,10989.0,8,card,29,0.62,0
pay_015290,C5509,1999,BANK_DECLINE,2,26,0,51974.0,32,card,14,1.0,0
pay_015291,C7051,2999,INSUFFICIENT_FUNDS,1,0,0,0.0,3,card,114,1.0,0
pay_015292,C7152,999,EXPIRED_CARD,1,22,0,21978.0,20,card,9,1.0,1
pay_015293,C9611,1999,BANK_DECLINE,1,1,0,1999.0,1,upi,38,1.0,0
pay_015294,C5124,999,EXPIRED_CARD,1,22,1,21978.0,26,upi,31,0.6,1
pay_015295,C3395,499,INSUFFICIENT_FUNDS,3,14,0,6986.0,11,card,11,1.0,1
pay_015296,C9852,999,EXPIRED_CARD,1,8,0,7992.0,8,card,17,1.0,0
pay_015297,C4950,499,INSUFFICIENT_FUNDS,1,15,0,7485.0,15,upi,2,1.0,1
pay_015298,C1449,2999,INSUFFICIENT_FUNDS,1,1,2,2999.0,1,card,21,0.79,1
pay_015299,C1379,1999,INSUFFICIENT_FUNDS,1,1,0,1999.0,3,upi,8,1.0,1
pay_015300,C8285,2999,MANDATE_FAILURE,2,3,2,8997.0,7,card,95,0.81,0
pay_015301,C3301,1999,GATEWAY_ERROR,1,14,1,27986.0,12,nach_mandate,67,0.38,1
pay_015302,C8710,999,INSUFFICIENT_FUNDS,2,1,0,999.0,2,netbanking,3,1.0,1
pay_015303,C6792,999,INSUFFICIENT_FUNDS,3,4,0,3996.0,6,upi,20,1.0,1
pay_015304,C9918,999,INSUFFICIENT_FUNDS,1,4,1,3996.0,4,upi,46,0.58,1
pay_015305,C8216,4999,MANDATE_FAILURE,1,16,2,79984.0,13,netbanking,44,0.88,1
pay_015306,C5905,999,EXPIRED_CARD,1,21,1,20979.0,31,card,8,0.41,0
pay_015307,C6999,499,INSUFFICIENT_FUNDS,2,4,0,1996.0,3,upi,1,1.0,1
pay_015308,C9607,1999,EXPIRED_CARD,2,3,0,5997.0,3,upi,2,1.0,1
pay_015309,C8122,999,MANDATE_FAILURE,3,7,3,6993.0,12,card,13,0.76,0
pay_015310,C1599,499,UNKNOWN,1,6,0,2994.0,8,card,3,1.0,1
pay_015311,C8288,2999,MANDATE_FAILURE,1,5,1,14995.0,16,card,13,0.45,1
pay_015312,C8921,999,BANK_DECLINE,1,4,0,3996.0,5,nach_mandate,47,1.0,1
pay_015313,C2567,499,EXPIRED_CARD,1,5,1,2495.0,10,card,48,0.51,0
pay_015314,C2094,1999,INSUFFICIENT_FUNDS,3,6,0,11994.0,6,card,7,1.0,1
pay_015315,C7191,2999,BANK_DECLINE,1,4,1,11996.0,4,card,14,0.82,1
pay_015316,C2458,999,INSUFFICIENT_FUNDS,1,14,0,13986.0,16,card,10,1.0,1
pay_015317,C9046,499,INSUFFICIENT_FUNDS,4,23,0,11477.0,20,card,80,1.0,1
pay_015318,C5934,499,EXPIRED_CARD,2,5,0,2495.0,5,card,16,1.0,0
pay_015319,C2354,2999,GATEWAY_ERROR,3,8,0,23992.0,12,card,66,1.0,1
pay_015320,C7473,999,EXPIRED_CARD,1,2,1,1998.0,3,card,12,0.99,0
pay_015321,C9404,4999,EXPIRED_CARD,4,22,0,109978.0,19,card,44,1.0,0
pay_015322,C4894,1999,INSUFFICIENT_FUNDS,1,5,0,9995.0,4,card,5,1.0,1
pay_015323,C9032,999,GATEWAY_ERROR,2,3,1,2997.0,3,card,58,0.46,0
pay_015324,C3963,1999,INSUFFICIENT_FUNDS,1,37,0,73963.0,34,card,2,1.0,1
pay_015325,C4042,999,GATEWAY_ERROR,1,9,0,8991.0,7,card,2,1.0,1
pay_015326,C7973,499,INSUFFICIENT_FUNDS,2,8,0,3992.0,13,card,6,1.0,0
pay_015327,C8139,499,BANK_DECLINE,1,20,0,9980.0,20,card,6,1.0,1
pay_015328,C7930,4999,GATEWAY_ERROR,3,14,3,69986.0,14,upi,1,0.57,1
pay_015329,C2732,1999,INSUFFICIENT_FUNDS,2,11,1,21989.0,10,card,11,0.81,1
pay_015330,C8870,4999,GATEWAY_ERROR,1,9,0,44991.0,6,card,4,1.0,1
pay_015331,C6340,2999,UNKNOWN,2,23,1,68977.0,31,upi,60,0.71,1
pay_015332,C6111,999,INSUFFICIENT_FUNDS,3,6,1,5994.0,2,card,37,0.7,0
pay_015333,C4081,4999,EXPIRED_CARD,2,19,0,94981.0,26,card,6,1.0,0
pay_015334,C8802,1999,EXPIRED_CARD,1,12,0,23988.0,15,card,28,1.0,0
pay_015335,C8527,4999,EXPIRED_CARD,1,6,1,29994.0,11,upi,4,0.64,1
pay_015336,C5868,499,INSUFFICIENT_FUNDS,1,4,0,1996.0,5,upi,2,1.0,1
pay_015337,C2529,999,INSUFFICIENT_FUNDS,1,0,1,0.0,2,card,15,0.89,1
pay_015338,C2081,999,EXPIRED_CARD,1,6,1,5994.0,8,card,27,0.43,0
pay_015339,C8994,499,EXPIRED_CARD,2,19,0,9481.0,19,card,153,1.0,1
pay_015340,C4531,1999,MANDATE_FAILURE,1,16,0,31984.0,17,upi,104,1.0,1
pay_015341,C1716,4999,EXPIRED_CARD,2,15,0,74985.0,13,card,22,1.0,0
pay_015342,C7229,4999,EXPIRED_CARD,1,59,1,294941.0,59,card,44,0.82,1
pay_015343,C1204,2999,UNKNOWN,1,46,0,137954.0,44,card,72,1.0,1
pay_015344,C7784,999,BANK_DECLINE,1,5,1,4995.0,7,upi,28,0.61,1
pay_015345,C5094,999,INSUFFICIENT_FUNDS,2,7,0,6993.0,3,netbanking,1,1.0,0
pay_015346,C6482,999,MANDATE_FAILURE,4,10,0,9990.0,8,upi,1,1.0,0
pay_015347,C6740,999,INSUFFICIENT_FUNDS,2,25,2,24975.0,23,card,5,0.78,0
pay_015348,C8219,999,INSUFFICIENT_FUNDS,2,8,1,7992.0,8,card,28,0.71,1
pay_015349,C7154,4999,EXPIRED_CARD,2,2,0,9998.0,5,nach_mandate,24,1.0,0
pay_015350,C5842,499,GATEWAY_ERROR,1,10,2,4990.0,17,upi,66,0.46,1
pay_015351,C9103,2999,INSUFFICIENT_FUNDS,1,16,0,47984.0,13,card,62,1.0,1
pay_015352,C3018,1999,INSUFFICIENT_FUNDS,2,40,0,79960.0,42,upi,14,1.0,1
pay_015353,C6051,1999,GATEWAY_ERROR,1,9,1,17991.0,10,netbanking,2,0.46,1
pay_015354,C9709,4999,INSUFFICIENT_FUNDS,1,35,2,174965.0,42,upi,15,0.6,1
pay_015355,C8835,4999,MANDATE_FAILURE,1,5,1,24995.0,5,upi,31,0.59,0
pay_015356,C2438,499,MANDATE_FAILURE,1,22,0,10978.0,25,upi,49,1.0,1
pay_015357,C5086,2999,GATEWAY_ERROR,2,13,1,38987.0,6,card,17,0.65,1
pay_015358,C6127,499,MANDATE_FAILURE,3,17,1,8483.0,20,card,18,0.67,0
pay_015359,C3052,499,EXPIRED_CARD,2,21,0,10479.0,32,card,7,1.0,1
pay_015360,C8529,4999,BANK_DECLINE,2,14,0,69986.0,12,upi,34,1.0,1
pay_015361,C8147,4999,INSUFFICIENT_FUNDS,1,19,1,94981.0,16,netbanking,1,0.6,1
pay_015362,C5368,999,BANK_DECLINE,1,36,0,35964.0,39,nach_mandate,51,1.0,1
pay_015363,C5517,499,INSUFFICIENT_FUNDS,2,6,0,2994.0,6,netbanking,5,1.0,0
pay_015364,C3312,2999,INSUFFICIENT_FUNDS,1,9,0,26991.0,9,upi,45,1.0,1
pay_015365,C6577,2999,MANDATE_FAILURE,2,22,0,65978.0,28,card,1,1.0,0
pay_015366,C9973,499,INSUFFICIENT_FUNDS,1,13,0,6487.0,14,card,29,1.0,1
pay_015367,C2244,9999,MANDATE_FAILURE,1,17,0,169983.0,25,nach_mandate,20,1.0,1
pay_015368,C3416,2999,EXPIRED_CARD,1,13,0,38987.0,12,card,90,1.0,0
pay_015369,C7490,999,GATEWAY_ERROR,3,19,0,18981.0,17,card,7,1.0,1
pay_015370,C7168,999,INSUFFICIENT_FUNDS,1,0,0,0.0,1,upi,19,1.0,0
pay_015371,C6839,999,INSUFFICIENT_FUNDS,2,3,0,2997.0,5,card,38,1.0,1
pay_015372,C9608,1999,INSUFFICIENT_FUNDS,1,10,2,19990.0,18,upi,8,0.59,0
pay_015373,C9406,1999,INSUFFICIENT_FUNDS,1,8,1,15992.0,7,upi,49,0.67,1
pay_015374,C8097,2999,EXPIRED_CARD,3,3,1,8997.0,6,netbanking,1,0.53,1
pay_015375,C6009,999,INSUFFICIENT_FUNDS,2,22,0,21978.0,37,card,20,1.0,1
pay_015376,C2582,499,GATEWAY_ERROR,1,14,0,6986.0,10,card,2,1.0,0
pay_015377,C9924,4999,EXPIRED_CARD,2,5,0,24995.0,3,upi,34,1.0,0
pay_015378,C8876,999,BANK_DECLINE,4,6,0,5994.0,8,card,1,1.0,0
pay_015379,C3427,1999,UNKNOWN,1,10,0,19990.0,9,card,31,1.0,1
pay_015380,C6721,999,INSUFFICIENT_FUNDS,1,60,2,59940.0,54,nach_mandate,22,0.88,1
pay_015381,C9423,999,GATEWAY_ERROR,1,17,1,16983.0,16,card,9,0.65,1
pay_015382,C5930,999,MANDATE_FAILURE,1,4,1,3996.0,9,netbanking,4,0.87,1
pay_015383,C5353,999,BANK_DECLINE,1,8,0,7992.0,7,card,17,1.0,0
pay_015384,C8832,999,BANK_DECLINE,1,32,0,31968.0,30,upi,34,1.0,1
pay_015385,C6375,999,GATEWAY_ERROR,1,7,1,6993.0,13,nach_mandate,25,0.6,1
pay_015386,C1402,499,INSUFFICIENT_FUNDS,1,5,2,2495.0,6,card,10,0.46,1
pay_015387,C7567,499,GATEWAY_ERROR,1,8,4,3992.0,8,netbanking,11,0.43,1
pay_015388,C5865,9999,BANK_DECLINE,1,2,0,19998.0,4,card,32,1.0,0
pay_015389,C9146,499,INSUFFICIENT_FUNDS,2,26,0,12974.0,39,netbanking,44,1.0,0
pay_015390,C1064,999,GATEWAY_ERROR,2,15,1,14985.0,15,netbanking,40,0.83,1
pay_015391,C3237,2999,MANDATE_FAILURE,2,3,0,8997.0,6,card,3,1.0,1
pay_015392,C8770,499,EXPIRED_CARD,1,2,0,998.0,3,card,2,1.0,0
pay_015393,C1172,2999,INSUFFICIENT_FUNDS,1,4,1,11996.0,3,upi,63,0.86,1
pay_015394,C8935,999,INSUFFICIENT_FUNDS,1,12,1,11988.0,8,card,17,0.77,0
pay_015395,C3675,499,INSUFFICIENT_FUNDS,1,7,0,3493.0,8,card,7,1.0,1
pay_015396,C5005,499,GATEWAY_ERROR,2,5,0,2495.0,7,upi,51,1.0,1
pay_015397,C7544,2999,BANK_DECLINE,2,14,0,41986.0,23,card,39,1.0,1
pay_015398,C9829,999,EXPIRED_CARD,1,50,0,49950.0,47,netbanking,31,1.0,1
pay_015399,C1948,999,BANK_DECLINE,1,7,1,6993.0,6,card,8,0.65,1
pay_015400,C2694,999,GATEWAY_ERROR,1,7,0,6993.0,5,card,10,1.0,1
pay_015401,C5757,2999,INSUFFICIENT_FUNDS,2,13,2,38987.0,18,netbanking,57,0.69,1
pay_015402,C7282,499,UNKNOWN,1,8,1,3992.0,8,card,33,0.56,0
pay_015403,C1142,9999,EXPIRED_CARD,4,2,0,19998.0,3,card,96,1.0,0
pay_015404,C7001,499,INSUFFICIENT_FUNDS,3,6,0,2994.0,3,nach_mandate,41,1.0,0
pay_015405,C7652,499,INSUFFICIENT_FUNDS,2,2,0,998.0,4,card,32,1.0,0
pay_015406,C5581,999,BANK_DECLINE,2,0,1,0.0,1,upi,64,0.87,0
pay_015407,C6087,499,EXPIRED_CARD,1,29,0,14471.0,35,nach_mandate,5,1.0,0
pay_015408,C2460,499,GATEWAY_ERROR,1,6,1,2994.0,7,upi,73,0.55,1
pay_015409,C4887,9999,EXPIRED_CARD,2,0,1,0.0,2,nach_mandate,13,0.74,0
pay_015410,C9484,1999,EXPIRED_CARD,1,2,1,3998.0,3,netbanking,24,0.55,1
pay_015411,C1837,499,UNKNOWN,3,7,2,3493.0,5,nach_mandate,24,0.47,1
pay_015412,C6846,999,INSUFFICIENT_FUNDS,1,1,0,999.0,10,upi,24,1.0,1
pay_015413,C9463,1999,UNKNOWN,1,21,0,41979.0,15,card,52,1.0,0
pay_015414,C3369,999,INSUFFICIENT_FUNDS,2,5,1,4995.0,5,card,9,0.96,1
pay_015415,C9997,4999,GATEWAY_ERROR,1,25,1,124975.0,38,nach_mandate,8,0.66,1
pay_015416,C4174,2999,EXPIRED_CARD,1,12,0,35988.0,18,card,11,1.0,1
pay_015417,C6985,999,INSUFFICIENT_FUNDS,1,17,0,16983.0,21,upi,1,1.0,1
pay_015418,C1882,2999,EXPIRED_CARD,2,2,0,5998.0,5,card,29,1.0,0
pay_015419,C4171,999,BANK_DECLINE,1,6,0,5994.0,6,card,69,1.0,1
pay_015420,C3040,2999,INSUFFICIENT_FUNDS,3,8,1,23992.0,10,card,27,0.78,1
pay_015421,C7732,999,MANDATE_FAILURE,4,11,0,10989.0,8,card,38,1.0,0
pay_015422,C7372,499,EXPIRED_CARD,1,4,1,1996.0,4,card,8,0.83,1
pay_015423,C6985,999,EXPIRED_CARD,2,60,1,59940.0,71,upi,118,0.88,0
pay_015424,C8562,1999,EXPIRED_CARD,4,31,0,61969.0,23,nach_mandate,30,1.0,0
pay_015425,C6900,9999,EXPIRED_CARD,1,3,0,29997.0,4,upi,20,1.0,0
pay_015426,C8965,4999,INSUFFICIENT_FUNDS,2,20,1,99980.0,27,card,3,0.92,1
pay_015427,C6316,2999,BANK_DECLINE,2,7,0,20993.0,11,nach_mandate,6,1.0,1
pay_015428,C9465,999,INSUFFICIENT_FUNDS,1,1,0,999.0,1,card,3,1.0,1
pay_015429,C1589,499,BANK_DECLINE,1,5,1,2495.0,6,upi,8,0.59,0
pay_015430,C9774,499,MANDATE_FAILURE,1,2,0,998.0,1,card,16,1.0,1
pay_015431,C6063,999,EXPIRED_CARD,2,3,1,2997.0,2,nach_mandate,11,0.76,0
pay_015432,C4633,2999,MANDATE_FAILURE,2,1,2,2999.0,3,netbanking,46,0.56,0
pay_015433,C2990,999,INSUFFICIENT_FUNDS,1,7,0,6993.0,8,upi,46,1.0,1
pay_015434,C7515,999,MANDATE_FAILURE,1,7,1,6993.0,6,card,6,0.28,1
pay_015435,C2258,499,EXPIRED_CARD,1,4,0,1996.0,2,upi,3,1.0,0
pay_015436,C3866,1999,INSUFFICIENT_FUNDS,1,8,0,15992.0,7,card,21,1.0,1
pay_015437,C4738,999,INSUFFICIENT_FUNDS,2,6,0,5994.0,5,card,4,1.0,1
pay_015438,C1571,1999,MANDATE_FAILURE,1,4,1,7996.0,7,card,19,0.57,1
pay_015439,C9736,999,EXPIRED_CARD,1,2,0,1998.0,3,card,16,1.0,0
pay_015440,C5222,24999,INSUFFICIENT_FUNDS,2,11,1,274989.0,12,nach_mandate,1,0.48,1
pay_015441,C1637,4999,BANK_DECLINE,3,0,1,0.0,1,upi,9,0.66,0
pay_015442,C9232,999,INSUFFICIENT_FUNDS,2,4,0,3996.0,6,card,32,1.0,1
pay_015443,C5882,2999,UNKNOWN,1,19,0,56981.0,28,card,24,1.0,1
pay_015444,C5392,999,GATEWAY_ERROR,1,4,3,3996.0,7,card,66,0.6,1
pay_015445,C4672,999,EXPIRED_CARD,1,6,0,5994.0,7,upi,4,1.0,1
pay_015446,C8257,499,EXPIRED_CARD,1,0,2,0.0,1,upi,2,0.15,0
pay_015447,C5711,1999,INSUFFICIENT_FUNDS,3,17,0,33983.0,12,upi,151,1.0,1
pay_015448,C6643,999,GATEWAY_ERROR,1,23,0,22977.0,34,card,23,1.0,1
pay_015449,C1159,999,INSUFFICIENT_FUNDS,1,6,0,5994.0,5,upi,16,1.0,1
pay_015450,C6938,499,BANK_DECLINE,1,4,0,1996.0,6,card,41,1.0,1
pay_015451,C1580,499,INSUFFICIENT_FUNDS,3,17,0,8483.0,11,upi,41,1.0,1
pay_015452,C9411,1999,EXPIRED_CARD,1,0,0,0.0,2,upi,16,1.0,1
pay_015453,C8586,999,INSUFFICIENT_FUNDS,2,37,0,36963.0,37,nach_mandate,43,1.0,1
pay_015454,C5474,999,UNKNOWN,2,7,1,6993.0,8,upi,1,0.63,1
pay_015455,C8073,999,INSUFFICIENT_FUNDS,1,3,1,2997.0,2,card,2,0.39,0
pay_015456,C6059,499,UNKNOWN,1,8,0,3992.0,5,upi,3,1.0,1
pay_015457,C5328,499,EXPIRED_CARD,1,4,1,1996.0,6,card,4,0.42,0
pay_015458,C2394,499,EXPIRED_CARD,1,3,0,1497.0,6,card,16,1.0,0
pay_015459,C1921,2999,INSUFFICIENT_FUNDS,1,14,0,41986.0,15,netbanking,14,1.0,1
pay_015460,C3773,9999,GATEWAY_ERROR,3,3,0,29997.0,6,card,3,1.0,1
pay_015461,C5462,999,BANK_DECLINE,4,4,0,3996.0,5,card,1,1.0,0
pay_015462,C5576,2999,UNKNOWN,2,2,0,5998.0,5,card,3,1.0,1
pay_015463,C4434,999,EXPIRED_CARD,1,15,0,14985.0,19,card,102,1.0,0
pay_015464,C7733,1999,INSUFFICIENT_FUNDS,1,5,0,9995.0,5,upi,29,1.0,1
pay_015465,C2865,4999,EXPIRED_CARD,1,1,0,4999.0,1,upi,47,1.0,0
pay_015466,C1724,1999,INSUFFICIENT_FUNDS,3,4,0,7996.0,6,card,17,1.0,1
pay_015467,C1711,1999,GATEWAY_ERROR,1,3,0,5997.0,4,netbanking,18,1.0,1
pay_015468,C8710,499,INSUFFICIENT_FUNDS,1,23,0,11477.0,29,card,7,1.0,1
pay_015469,C6080,999,INSUFFICIENT_FUNDS,2,9,1,8991.0,8,card,5,0.8,1
pay_015470,C1390,499,EXPIRED_CARD,2,5,1,2495.0,4,card,5,0.87,0
pay_015471,C5487,499,UNKNOWN,1,54,0,26946.0,48,card,21,1.0,0
pay_015472,C9116,999,MANDATE_FAILURE,1,2,2,1998.0,4,netbanking,26,0.7,0
pay_015473,C7747,9999,EXPIRED_CARD,2,15,0,149985.0,18,card,13,1.0,0
pay_015474,C7066,499,INSUFFICIENT_FUNDS,1,10,1,4990.0,13,card,21,0.44,1
pay_015475,C5494,999,EXPIRED_CARD,2,7,2,6993.0,8,upi,1,0.5,0
pay_015476,C4572,2999,BANK_DECLINE,2,8,0,23992.0,7,upi,69,1.0,0
pay_015477,C8769,999,INSUFFICIENT_FUNDS,1,22,1,21978.0,25,card,1,0.44,1
pay_015478,C3311,1999,MANDATE_FAILURE,1,12,0,23988.0,8,card,4,1.0,0
pay_015479,C7773,4999,INSUFFICIENT_FUNDS,1,5,2,24995.0,6,upi,22,0.87,1
pay_015480,C7905,1999,INSUFFICIENT_FUNDS,2,6,0,11994.0,6,card,83,1.0,1
pay_015481,C4642,2999,INSUFFICIENT_FUNDS,1,3,1,8997.0,4,upi,37,0.67,1
pay_015482,C7338,499,BANK_DECLINE,3,4,0,1996.0,7,netbanking,24,1.0,0
pay_015483,C3609,2999,BANK_DECLINE,1,1,1,2999.0,2,upi,28,0.69,1
pay_015484,C7240,999,UNKNOWN,1,1,1,999.0,1,card,55,0.62,1
pay_015485,C8806,499,GATEWAY_ERROR,3,10,0,4990.0,10,upi,66,1.0,0
pay_015486,C1757,2999,MANDATE_FAILURE,1,9,1,26991.0,8,upi,30,0.67,0
pay_015487,C6086,9999,INSUFFICIENT_FUNDS,1,5,1,49995.0,3,card,2,0.26,1
pay_015488,C7220,1999,BANK_DECLINE,1,1,1,1999.0,2,card,81,0.95,0
pay_015489,C6602,4999,EXPIRED_CARD,1,2,0,9998.0,2,card,3,1.0,1
pay_015490,C7121,499,EXPIRED_CARD,3,5,1,2495.0,5,upi,28,0.76,0
pay_015491,C9956,1999,INSUFFICIENT_FUNDS,1,4,0,7996.0,8,card,40,1.0,1
pay_015492,C3725,999,INSUFFICIENT_FUNDS,1,2,0,1998.0,3,netbanking,69,1.0,0
pay_015493,C4368,499,BANK_DECLINE,1,20,0,9980.0,17,nach_mandate,9,1.0,1
pay_015494,C4497,1999,INSUFFICIENT_FUNDS,4,4,0,7996.0,3,card,20,1.0,1
pay_015495,C9174,1999,INSUFFICIENT_FUNDS,1,2,0,3998.0,2,card,4,1.0,1
pay_015496,C6642,499,BANK_DECLINE,1,49,3,24451.0,63,card,2,0.56,1
pay_015497,C9774,499,EXPIRED_CARD,1,8,0,3992.0,8,nach_mandate,7,1.0,0
pay_015498,C5766,999,BANK_DECLINE,1,2,0,1998.0,3,upi,4,1.0,1
pay_015499,C5633,499,MANDATE_FAILURE,2,26,0,12974.0,27,card,109,1.0,0
pay_015500,C2821,1999,EXPIRED_CARD,3,7,1,13993.0,4,card,59,0.28,0
pay_015501,C2185,999,GATEWAY_ERROR,2,29,3,28971.0,32,card,24,0.83,1
pay_015502,C2637,999,BANK_DECLINE,1,0,0,0.0,2,upi,3,1.0,1
pay_015503,C8236,999,INSUFFICIENT_FUNDS,2,20,1,19980.0,23,card,18,0.61,1
pay_015504,C9380,9999,GATEWAY_ERROR,4,6,0,59994.0,3,card,5,1.0,1
pay_015505,C2746,499,UNKNOWN,1,23,2,11477.0,34,nach_mandate,15,0.25,1
pay_015506,C6797,499,MANDATE_FAILURE,1,13,1,6487.0,11,card,15,0.56,1
pay_015507,C9089,999,INSUFFICIENT_FUNDS,1,0,1,0.0,3,nach_mandate,21,0.79,1
pay_015508,C3620,9999,INSUFFICIENT_FUNDS,1,18,2,179982.0,23,upi,15,0.85,0
pay_015509,C8597,1999,UNKNOWN,3,6,0,11994.0,6,upi,3,1.0,1
pay_015510,C9002,2999,INSUFFICIENT_FUNDS,1,13,0,38987.0,16,card,2,1.0,1
pay_015511,C7107,1999,INSUFFICIENT_FUNDS,3,6,0,11994.0,13,card,4,1.0,1
pay_015512,C3793,499,INSUFFICIENT_FUNDS,1,18,0,8982.0,16,netbanking,59,1.0,1
pay_015513,C3500,999,EXPIRED_CARD,2,1,1,999.0,6,card,29,0.57,1
pay_015514,C9361,999,EXPIRED_CARD,4,39,1,38961.0,34,card,6,0.63,0
pay_015515,C5925,499,EXPIRED_CARD,1,13,1,6487.0,10,upi,36,0.79,0
pay_015516,C2080,999,INSUFFICIENT_FUNDS,1,0,2,0.0,1,upi,26,0.71,0
pay_015517,C5864,499,UNKNOWN,1,0,0,0.0,1,upi,16,1.0,0
pay_015518,C5453,1999,INSUFFICIENT_FUNDS,2,12,0,23988.0,17,card,2,1.0,1
pay_015519,C3248,499,INSUFFICIENT_FUNDS,2,15,0,7485.0,23,card,54,1.0,0
pay_015520,C2325,2999,UNKNOWN,3,16,0,47984.0,15,card,25,1.0,0
pay_015521,C4873,1999,INSUFFICIENT_FUNDS,1,2,0,3998.0,4,upi,2,1.0,1
pay_015522,C2688,999,EXPIRED_CARD,2,6,1,5994.0,4,upi,34,0.31,0
pay_015523,C3985,499,BANK_DECLINE,1,8,0,3992.0,11,upi,49,1.0,0
pay_015524,C3076,1999,INSUFFICIENT_FUNDS,1,2,0,3998.0,3,card,37,1.0,1
pay_015525,C2461,2999,BANK_DECLINE,1,6,1,17994.0,6,upi,13,0.85,1
pay_015526,C1072,2999,INSUFFICIENT_FUNDS,2,13,0,38987.0,12,netbanking,23,1.0,1
pay_015527,C7030,499,BANK_DECLINE,1,4,1,1996.0,5,upi,1,0.74,0
pay_015528,C5611,9999,INSUFFICIENT_FUNDS,1,3,0,29997.0,6,upi,1,1.0,1
pay_015529,C3796,999,INSUFFICIENT_FUNDS,1,5,0,4995.0,6,card,37,1.0,1
pay_015530,C8717,499,MANDATE_FAILURE,1,6,2,2994.0,8,upi,2,0.58,0
pay_015531,C5516,999,INSUFFICIENT_FUNDS,3,15,2,14985.0,14,card,12,0.38,0
pay_015532,C3493,999,INSUFFICIENT_FUNDS,4,14,0,13986.0,19,netbanking,8,1.0,1
